book,book_abbr,chapter,chapter_abbr,type,name,name_join,character_url
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Character,Tallanvor,Martyn Tallanvor,/wiki/Tallanvor
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Character,Basel Gill,Basel Gill,/wiki/Basel_Gill
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Character,Sebban Balwer,Sebban Balwer,/wiki/Sebban_Balwer
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Character,Lamgwin Dorn,Lamgwin Dorn,/wiki/Lamgwin_Dorn
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Character,Breane Taborwin,Breane Taborwin,/wiki/Breane_Taborwin
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Character,Dobraine,Dobraine Taborwin,/wiki/Dobraine
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Character,Berelain,Berelain sur Paendrag Paeron,/wiki/Berelain
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Character,Annoura,Annoura Larisen,/wiki/Annoura
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Character,Gallenne,Bertain Gallenne,/wiki/Gallenne
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Character,Alliandre,Alliandre Maritha Kigarin,/wiki/Alliandre
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Character,Elayne,Elayne Trakand,/wiki/Elayne
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Character,Masema,Masema Dagar,/wiki/Masema
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Elayne,Elayne Trakand,/wiki/Elayne
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Stepper,Stepper,/wiki/Stepper
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Stayer,Stayer,/wiki/Stayer
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Alsbet Luhhan,Alsbet Luhhan,/wiki/Alsbet_Luhhan
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Masema,Masema Dagar,/wiki/Masema
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Eamon Valda,Eamon Valda,/wiki/Eamon_Valda
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Asunawa,Rhadam Asunawa,/wiki/Asunawa
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Berelain,Berelain sur Paendrag Paeron,/wiki/Berelain
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Alliandre,Alliandre Maritha Kigarin,/wiki/Alliandre
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Masema,Masema Dagar,/wiki/Masema
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Pedron Niall,Pedron Niall,/wiki/Pedron_Niall
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Rand,Rand al'Thor,/wiki/Rand
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Character,Deira Bashere,Deira ni Ghaline t'Bashere,/wiki/Deira_Bashere
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Place,Ghealdan,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Place,Bethal,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Two Rivers,,
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Nynaeve,el'Nynaeve ti al'Meara Mandragoran,/wiki/Nynaeve
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Aviendha,Aviendha,/wiki/Aviendha
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Birgitte,Birgitte Silverbow,/wiki/Birgitte
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Alise,Alise Tenjile,/wiki/Alise
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Careane,Careane Fransi,/wiki/Careane
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Vandene,Vandene Namelle,/wiki/Vandene
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Rand,Rand al'Thor,/wiki/Rand
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Gallenne,Bertain Gallenne,/wiki/Gallenne
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Teryl,Teryl Wynter,/wiki/Teryl
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Furen,Furen Alharra,/wiki/Furen
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Character,Masuri,Masuri Sokawa,/wiki/Masuri
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Elayne,Elayne Trakand,/wiki/Elayne
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Grady,Jur Grady,/wiki/Grady
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Neald,Fager Neald,/wiki/Neald
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Nynaeve,el'Nynaeve ti al'Meara Mandragoran,/wiki/Nynaeve
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Masuri,Masuri Sokawa,/wiki/Masuri
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Character,Hari,Hari,/wiki/Hari
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Place,Bethal,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Dumai's Wells,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Cairhien,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Manetheren,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Andor,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Caemlyn,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Lugard,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Murandy,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Amador,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Falme,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Tarabon,,
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Elayne,Elayne Trakand,/wiki/Elayne
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Jaem,Jaem,/wiki/Jaem
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Adeleas,Adeleas Namelle,/wiki/Adeleas
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Ispan,Ispan Shefar,/wiki/Ispan
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Talaan,Talaan din Gelyn,/wiki/Talaan
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Sareitha,Sareitha Tomares,/wiki/Sareitha
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Merilille,Merilille Ceandevin,/wiki/Merilille
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Lan,al'Lan Mandragoran,/wiki/Lan
The Path of Daggers,TPOD,Ch9: Tangles,9,Place,Bethal,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Place,Ghealdan,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Two Rivers,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Caemlyn,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Watch Hill,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Renaile din Calon Blue Star,Renaile din Calon Blue Star,/wiki/Renaile_din_Calon_Blue_Star
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Nynaeve,el'Nynaeve ti al'Meara Mandragoran,/wiki/Nynaeve
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Reanne Corly,Reanne Corly,/wiki/Reanne_Corly
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Kirstian Chalwin,Kirstian Chalwin,/wiki/Kirstian_Chalwin
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Garenia Rosoinde,Zarya Alkaese,/wiki/Garenia_Rosoinde
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Merilille,Merilille Ceandevin,/wiki/Merilille
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Careane,Careane Fransi,/wiki/Careane
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Place,Ghealdan,,
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Place,Jehannah,,
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Place,Amadicia,,
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Place,Amador,,
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Place,Dumai's Wells,,
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Place,Two Rivers,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Place,Amadicia,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Item,Wolf-Head Banner,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Item,Red Eagle Banner,,
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Referenced Item,Horn of Valere,,
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Aviendha,Aviendha,/wiki/Aviendha
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Alise Tenjile,Alise Tenjile,/wiki/Alise_Tenjile
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Reanne Corly,Reanne Corly,/wiki/Reanne_Corly
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Nynaeve,el'Nynaeve ti al'Meara Mandragoran,/wiki/Nynaeve
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Sareitha,Sareitha Tomares,/wiki/Sareitha
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Careane Fransi,Careane Fransi,/wiki/Careane_Fransi
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Adeleas,Adeleas Namelle,/wiki/Adeleas
The Path of Daggers,TPOD,Ch6: Threads,6,Character,Mandarb,Mandarb,/wiki/Mandarb
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Character,Lini,Lini Eltring,/wiki/Lini
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Waterwood,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Amador,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Amadicia,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Manetheren,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Dumai's Wells,,
The Path of Daggers,TPOD,Ch9: Tangles,9,Referenced Place,Mayene,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Sareitha,Sareitha Tomares,/wiki/Sareitha
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Aviendha,Aviendha,/wiki/Aviendha
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Talaan din Gelyn,Talaan din Gelyn,/wiki/Talaan_din_Gelyn
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Metarra din Junalle,Metarra din Junalle,/wiki/Metarra_din_Junalle
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Rainyn,Rainyn din Burun,/wiki/Rainyn
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Rysael,Rysael din Yulan,/wiki/Rysael
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Referenced Place,Mayene,,
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Group,Whitecloaks,,
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Vandene,Vandene Namelle,/wiki/Vandene
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Merilille,Merilille Ceandevin,/wiki/Merilille
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Lan,al'Lan Mandragoran,/wiki/Lan
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Mandarb,Mandarb,/wiki/Mandarb
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Garenia Rosoinde,Zarya Alkaese,/wiki/Garenia_Rosoinde
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Ispan Shefar,Ispan Shefar,/wiki/Ispan_Shefar
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Character,Sumeko,Sumeko Karistovan,/wiki/Sumeko
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Character,Morgase,Morgase Trakand,/wiki/Morgase
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Character,Egwene,Egwene al'Vere,/wiki/Egwene
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Character,Gareth Bryne,Gareth Bryne,/wiki/Gareth_Bryne
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Character,Rand,Rand al'Thor,/wiki/Rand
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Character,Hornwell,Hornwell,/wiki/Hornwell
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Character,Suroth,Suroth Sabelle Meldarath,/wiki/Suroth
The Path of Daggers,TPOD,Ch6: Threads,6,Place,Farm,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Tebreille din Gelyn South Wind,Tebreille din Gelyn South Wind,/wiki/Tebreille_din_Gelyn_South_Wind
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Caire din Gelyn Running Wave,Caire din Gelyn Running Wave,/wiki/Caire_din_Gelyn_Running_Wave
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Character,Dorile din Eiran Long Feather,Dorile din Eiran Long Feather,/wiki/Dorile_din_Eiran_Long_Feather
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Lan,al'Lan Mandragoran,/wiki/Lan
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Alise,Alise Tenjile,/wiki/Alise
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Elayne,Elayne Trakand,/wiki/Elayne
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Character,Mat,Matrim Cauthon,/wiki/Mat
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Character,Elaida,Elaida do Avriny a'Roihan,/wiki/Elaida
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Character,Siuan Sanche,Siuan Sanche,/wiki/Siuan_Sanche
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Character,Lini,Lini Eltring,/wiki/Lini
The Path of Daggers,TPOD,Ch6: Threads,6,Place,Andor,,
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Place,Falme,,
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Place,Tarasin Palace,,
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Place,Caemlyn,,
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Place,Amadicia,,
The Path of Daggers,TPOD,Ch6: Threads,6,Referenced Place,Tanchico,,
The Path of Daggers,TPOD,Ch6: Threads,6,Item,Bowl of the Winds,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Adeleas,Adeleas Namelle,/wiki/Adeleas
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Vandene,Vandene Namelle,/wiki/Vandene
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Ispan,Ispan Shefar,/wiki/Ispan
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Rand,Rand al'Thor,/wiki/Rand
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Lini,Lini Eltring,/wiki/Lini
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Mat,Matrim Cauthon,/wiki/Mat
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Tylin,Tylin Quintara Mitsobar,/wiki/Tylin
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Aviendha,Aviendha,/wiki/Aviendha
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Kurin,Kurin din Calin Red Sails,/wiki/Kurin
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Adeleas,Adeleas Namelle,/wiki/Adeleas
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Nynaeve,el'Nynaeve ti al'Meara Mandragoran,/wiki/Nynaeve
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Merilille,Merilille Ceandevin,/wiki/Merilille
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Vandene,Vandene Namelle,/wiki/Vandene
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Careane,Careane Fransi,/wiki/Careane
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Sareitha,Sareitha Tomares,/wiki/Sareitha
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Elayne,Elayne Trakand,/wiki/Elayne
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Character,Morgase,Morgase Trakand,/wiki/Morgase
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Place,Farm,,
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Place,Tarabon,,
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Place,Tarasin Palace,,
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Place,Tear,,
The Path of Daggers,TPOD,Ch6: Threads,6,Item,Amber turtle brooch,,
The Path of Daggers,TPOD,Ch6: Threads,6,Item,Ivory seated woman,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Thom,Thomdril Merrilin,/wiki/Thom
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Olver,Olver,/wiki/Olver
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Vanin,Chel Vanin,/wiki/Vanin
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Character,Morgase,Morgase Trakand,/wiki/Morgase
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Place,Farm,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Referenced Place,Andor,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Rainyn,Rainyn din Burun,/wiki/Rainyn
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Kirstian,Kirstian Chalwin,/wiki/Kirstian
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Ispan,Ispan Shefar,/wiki/Ispan
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Reanne,Reanne Corly,/wiki/Reanne
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Dimana,Dimana Corrand,/wiki/Dimana
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Nynaeve,el'Nynaeve ti al'Meara Mandragoran,/wiki/Nynaeve
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Birgitte,Birgitte Silverbow,/wiki/Birgitte
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Careane,Careane Fransi,/wiki/Careane
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Sareitha,Sareitha Tomares,/wiki/Sareitha
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Lan,al'Lan Mandragoran,/wiki/Lan
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Aviendha,Aviendha,/wiki/Aviendha
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Senine,Senine din Ryal,/wiki/Senine
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Place,Tanchico,,
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Item,Jewelry set,,
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Referenced Item,Ivory seated woman,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Item,Bowl of the Winds,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Item,Amber turtle brooch,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Item,Ivory seated woman,,
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Item,Jewelry set,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Sumeko,Sumeko Karistovan,/wiki/Sumeko
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Lan,al'Lan Mandragoran,/wiki/Lan
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Character,Birgitte,Birgitte Silverbow,/wiki/Birgitte
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Character,Rand,Rand al'Thor,/wiki/Rand
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Kurin,Kurin din Calin Red Sails,/wiki/Kurin
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Rainyn,Rainyn din Burun,/wiki/Rainyn
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Talaan,Talaan din Gelyn,/wiki/Talaan
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Sumeko,Sumeko Karistovan,/wiki/Sumeko
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Kirstian,Kirstian Chalwin,/wiki/Kirstian
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Merilille,Merilille Ceandevin,/wiki/Merilille
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Character,Egwene,Egwene al'Vere,/wiki/Egwene
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Character,Gholam,Gholam,/wiki/Gholam
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Character,Lini,Lini Eltring,/wiki/Lini
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Place,Farm,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Place,Altara,,
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Ispan,Ispan Shefar,/wiki/Ispan
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Reanne,Reanne Corly,/wiki/Reanne
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Pol,Pol,/wiki/Pol
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Dorile din Eiran Long Feather,Dorile din Eiran Long Feather,/wiki/Dorile_din_Eiran_Long_Feather
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Mandarb,Mandarb,/wiki/Mandarb
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Vandene,Vandene Namelle,/wiki/Vandene
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Ethenielle Cosaru Noramaga,Ethenielle Cosaru Noramaga,/wiki/Ethenielle_Cosaru_Noramaga
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Aviendha,Aviendha,/wiki/Aviendha
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Place,Ebou Dar,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Place,Rhannon Hills,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Place,Caemlyn,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Place,Murandy,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Place,Rahad,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Place,Tar Valon,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Place,Andor,,
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Referenced Item,Bowl of the Winds,,
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Adeleas,Adeleas Namelle,/wiki/Adeleas
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,Moridin,Moridin,/wiki/Moridin
The Path of Daggers,TPOD,Ch2: Unweaving,2,Character,gholam,Gholam,/wiki/Gholam
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Serailla,Serailla,/wiki/Serailla
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Baldhere,Baldhere,/wiki/Baldhere
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Paitar Nachiman,Paitar Nachiman,/wiki/Paitar_Nachiman
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Easar Togita,Easar Togita,/wiki/Easar_Togita
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Elayne,Elayne Trakand,/wiki/Elayne
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Birgitte,Birgitte Silverbow,/wiki/Birgitte
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Nynaeve,el'Nynaeve ti al'Meara Mandragoran,/wiki/Nynaeve
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Lan,al'Lan Mandragoran,/wiki/Lan
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Teslyn,Teslyn Baradon,/wiki/Teslyn
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Merilille Ceandevin,Merilille Ceandevin,/wiki/Merilille_Ceandevin
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Renaile din Calon Blue Star,Renaile din Calon Blue Star,/wiki/Renaile_din_Calon_Blue_Star
A Crown of Swords,ACOS,Ch41: A Crown of Swords,41,Character,Rand,Rand al'Thor,/wiki/Rand
The Path of Daggers,TPOD,Ch2: Unweaving,2,Referenced Character,Egwene,Egwene al'Vere,/wiki/Egwene
The Path of Daggers,TPOD,Ch2: Unweaving,2,Referenced Character,Lelaine,Lelaine Akashi,/wiki/Lelaine
The Path of Daggers,TPOD,Ch2: Unweaving,2,Referenced Character,Romanda,Romanda Cassin,/wiki/Romanda
The Path of Daggers,TPOD,Ch2: Unweaving,2,Referenced Character,Lini,Lini Eltring,/wiki/Lini
The Path of Daggers,TPOD,Ch2: Unweaving,2,Referenced Character,Rand,Rand al'Thor,/wiki/Rand
The Path of Daggers,TPOD,Ch2: Unweaving,2,Referenced Character,Moghedien,Moghedien,/wiki/Moghedien
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Agelmar Jagad,Agelmar Jagad,/wiki/Agelmar_Jagad
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Tenobia Kazadi,Tenobia si Bashere Kazadi,/wiki/Tenobia_Kazadi
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Kalyan Ramsin,Kalyan Ramsin,/wiki/Kalyan_Ramsin
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Verin Mathwin,Verin Mathwin,/wiki/Verin_Mathwin
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Character,Moridin,Moridin,/wiki/Moridin
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Vandene Namelle,Vandene Namelle,/wiki/Vandene_Namelle
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Adeleas,Adeleas Namelle,/wiki/Adeleas
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Sareitha Tomares,Sareitha Tomares,/wiki/Sareitha_Tomares
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Character,Pol,Pol,/wiki/Pol
