name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Morrigan,,Andoran,Female,,,,,,,RPG,,,,,,,Queen of Andor,Queen,Dead,,,,,
Morsa,,Seanchan,Female,Short,,,,,,,,TFOH,32,TFOH,32,,,,Alive ,,Lady,,,
Morin,,Aiel,Female,,,Yellow,,,,,,TSR,25,,,,,,Dead,,,,,
Moria Karentanis,840 NE,Illianer,Female,,,,,,,TPOD,16,TPOD,18,TGS,43,Black Ajah,,Aes Sedai,Dead,1000 NE,Sitter,Blue Ajah,,
Moria Elward,,Unknown nationality,Female,,,,,,,,,TSR,17,TSR,17,,,,Dead,,Farmer,,,
Mori,,Aiel,Female,,,,,,,,,TOM,4,TOM,4,Perrin Aybara,,,Alive ,,,,Unknown clan,Unknown sept
Morgase Trakand,957 NE,Andoran,Female,"1 pace, 2 feet, 6 inches",,Red-gold curls,Blue,,,NS,5,TEOTW,40,AMOL,37,House Trakand,Lady,,Alive ,,,,,
Morena,,Aiel,Female,,,,,,,,,,,,,,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Mordrellen Mantear,,Andoran,Female,,,,,,,TFOH,19,,,,,,Queen,Queen of Andor,Dead,,,,,
Moradri,,Mayener,Female,,,,,Long-limbed,,,,TGS,41,TGS,41,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Mordaine,,Aiel,Female,,,Graying,"Green, deep-set",,,,,TSR,25,TSR,25,,,,Dead,,,,Jenn Aiel,
Mora,,Aiel,Female,,,,,,,LOC,15,,,,,,,,Dead,,Wise One,,Shaarad,Unknown sept
Mora (Goshien),,Aiel,Female,,,,,,,TOM,49,,,,,,,,unknown ,,Wise One,,Goshien,Unknown sept
Moghedien,Age of Legends,,Female,,,"Shoulder length, dark","Large, dark",Sturdy,,TSR,9,TSR,46,AMOL,Epilogue,,,Chosen,Alive ,,,,,
Moiraine Damodred,956 NE,Cairhienin,Female,Short,,Brown,"Large, Brown",,,,,NS,2,AMOL,Epilogue,,Lady,Aes Sedai,Alive ,,,Blue Ajah,,
Monaelle,,Aiel,Female,Short,,"Red, hints of blond",,,,,,WH,Prologue,KOD,15, ,,,Alive ,,Wise One,,Goshien,Unknown sept
Moilin,,,Female,,,,,,Ogier,TDR,50,,,,,,,,Dead,,Historian,,,
Modrellein,,Andoran,Female,,,,,,,TDR,16,,,,,Andor,Queen,Queen of Andor,Dead,,,,,
Miyora,,Unknown nationality,Female,,,,,Plump,,,,COT,29,,,Valan Luca,,,,,Entertainer,,,
Modarra,,Aiel,Female,Tall,,,,Lean,,,,ACOS,Prologue,KOD,30,Sevanna,,,Alive ,,Wise One,,Shaido,Unknown sept
Miyasi,,Unknown nationality,Female,Tall,,Iron-gray,,Plump,,,,KOD,24,TGS,16,Black Ajah,,Aes Sedai,Alive ,,,White Ajah,,
Mitsora Caal,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Unknown Ajah,,
Mistress Huldin,,Andoran,Female,,,,,,,LOC,3,LOC,3,LOC,3,,,,Alive ,,Weaver,,,
Mistress Grinwell,,Andoran,Female,,,Yellow,,,,,,TEOTW,31,TEOTW,31,,,,Alive ,,,,,
Mistress Tuval,,Kandori,Female,,,,,,,NS,22,,,,,Kandor,,,Unknown,,,,,
Mistress al'Taron,,Andoran,Female,,,,,,,TSR,43,,,,,Two Rivers,,,alive ,,,,,
Mistress al'Donel,,Andoran,Female,,,,,,,,,TEOTW,1,TEOTW,1,Two Rivers,,,Alive ,,,,,
Mistress Asher,,Unknown nationality,Female,,,Gray,,,,,,NS 17,,NS 17,,,,,Alive ,,,,,
Mistress Ahan,,Andoran,Female,,,Black,,,,,,TSR,43,,,Two Rivers,,,Alive ,,,,,
Mirlene Cornwell,,Andoran,Female,,,,,,,The Wheel of Time Companion,,,,,,Elaida a'Roihan's White Tower,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Miselle,,Mayener,Female,,,,,,,,,,,,,,First of Mayene,Lady First,Dead,,,,,
Miri,,Seanchan,Female,,,,,,,,,TGS,Prologue,,,,,,Dead,1000 NE,,,,
Miren,,Andoran,Female,,,,,,,LOC,41,,,,,,,,Alive ,,Seamstress,,,
Mirane Larinen,,Unknown nationality,Female,,,,,,,KOD,17,,,,,The Kin,,,Dead,1000 NE,,,,
Milsa,,Far Madding,Female,,,,,,,,,WH,32,WH,33,,,,Alive ,,,,,
Mirala,,Borderlander,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive ,,,,,
Millis Fendry,,Andoran,Female,,,,,,,COT,14,,,,,,,,Alive ,,Innkeeper,,,
Milli Ayellin,,Andoran,Female,,,,,,,TSR,44,,,,,Two Rivers,,,Alive ,,,,,
Millin,,Unknown nationality,Female,,,,,,,COT,Prologue,,,,,,,,Alive ,,Farmer,,,
Milla al'Azar,,Andoran,Female,,,"Long, Braided",,,,,,LOC,Prologue,LOC,Prologue,Two Rivers,Wisdom,,Alive ,,Healer,,,
Milis din Shalada Three Stars,,,Female,,,Black,,,,,,TOM,25,TOM,25,,,Sailmistress,Alive ,,,,,
Milisair Chadmar,,Arad Doman,Female,,,"Dark, in tight curls, past her shoulders",,Curvy,,,,TGS,29,TGS,32,Council of Merchants,Lady,,Alive ,,Merchant,,,
Mili Skane,977 NE,Andoran,Female,,,Brown,Brown,,,,,TEOTW,33,KOD,33,Darkfriend,,,Alive ,,,,,
Mikio Vadere,907 NE,Kandori,Female,,,Black,Dark Brown,Plump,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Mika,,Seanchan,Female,,,,,,,,,AMOL,37,AMOL,37,Ever Victorious Army,,,Dead,1000 NE,,,,
Miesa,,Unknown nationality,Female,,,,,,,,,LOC,30,LOC,30,,,,Unknown,,Servant,,,
Miedelle Caeren,,Andoran,Female,,,,,,,COT,15,,,,,Andor,Lady,,Dead,970 NE,,,,
Micara,,Aiel,Female,,,Red,,,,,,ACOS,40,ACOS,40,Sevanna,,,Alive ,,Wise One,,Shaido,Unknown sept
Mesaana,Age of Legends,,Female,,,"Dark, chin-length","Blue, big",,,,,TSR,47,TOM,38,,,Chosen,Brain-dead ,,,,,
Metarra din Junalle,,,Female,,,,Big,,,,,TPOD,2,TPOD,5,,,Apprentice,Alive ,,,,,
Mestra,,Unknown nationality,Female,,,,,,,,,TOM,37,TOM,37,Black Ajah,,Aes Sedai,Dead,1000 NE,,Unknown Ajah,,
Merym,,Arafellin,Female,,,,,,,KOD,Prologue,,,,,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Merya,,Saldaean,Female,,,,,,,TPOD,10,,,,,,,,Alive ,,,,,
Merise Haindehl,798 NE,Taraboner,Female,Tall,,Dark,Blue,,,,,WH,13,AMOL,37,Unaligned sisters,,Aes Sedai,Alive ,,,Green Ajah,,
Merilille Ceandevin,827 NE,Cairhienin,Female,Short,,"Black, glossy","Liquid dark, large",Slender,,LOC,15,LOC,48,COT,11,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Merici,,Unknown nationality,Female,,,,,,,,,WH,15,WH,15,Valan Luca,,,Alive ,,Entertainer,,,
Meri,,Unknown nationality,Female,,,Dark,Dark,,,ACOS,8,ACOS,11,,,Rebel Aes Sedai,,,Dead,1000 NE,Maid,,,
Meri do Ahlan a'Conlin,,Murandian,Female,,,,,Plump,,,,NS,5,NS,5,Murandy,Lady,Lady,Alive ,,,,,
Merean Tihomar,,Shienaran,Female,,,,,,,,,,,,,Shienar,Queen of Shienar ,Queen,Dead,,,,,
Merean Redhill,716 NE,Andoran,Female,,,Gray,,Plump,,NS,2,NS,5,NS,26,Black Ajah,Mistress of Novices,Aes Sedai,Dead,979 NE,,Blue Ajah,,
Merana Ambrey,889 NE,Andoran,Female,,,,,,,LOC,36,LOC,43,KOD,21,Rebel Aes Sedai,,Aes Sedai,Alive ,,,Gray Ajah,,
Meralda Belmondes,,Tairen,Female,Tall,,,,,,,,TPOD,8,TPOD,8,Cha Faile,,,Alive ,,,,,
Menuki Nachiman,,Arafellin,Female,,,,,,,TPOD,Prologue,,,,,Arafel,,,Alive ,,,,,
Mera,,Aiel,Female,,,,,,,,,,,,,,,,Alive ,,,,Unknown clan,Unknown sept
Meramor,,Unknown nationality,Female,,,,,,,TOM,20,,,,,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Melvara,,Unknown nationality,Female,,,,,,,TGS,39,,,,,Black Ajah,,Aes Sedai,Alive ,,,Unknown Ajah,,
Melli Craeb,,Unknown nationality,Female,Short,,Auburn,,,,,,TOM,8,TOM,8,,,,Alive ,,Tavernkeeper,,,
Melore,,Domani,Female,,Plump,,,,,,,ACOS,37,ACOS,38,The Kin,,Elder,Dead,1000 NE,,,,
Memara,,Unknown nationality,Female,,,,,,,TFOH,Prologue,,,,,White Tower,,Aes Sedai,Alive ,,,Red Ajah,,
Melitene,,Seanchan,Female,,,"Graying, long",,,,,,COT,4,TOM,47,,,Der'sul'dam,Alive ,,,,,
Melindhra,,Aiel,Female,Tall,,"Long, golden",Pale blue,,,,,TFOH,3,TFOH,51,The Shadow,,,Dead,999 NE,,,Shaido,Jumai
Melavaire Someinellin,,Cairhienin,Female,Short,,Dark with white flecks,,Stout,,,,KOD,24,KOD,24,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Melfane Dawlish,,Andoran,Female,Short,,,Dark,Stout,,KOD,15,KOD,31,TOM,45,Elayne Trakand,,,Alive ,,Midwife,,,
Melasune,,Andoran,Female,,,,,,,RPG,,,,,,,Queen of Andor,Queen,Dead,FY 1046,,,,
Melare,,Andoran,Female,,,,Bright blue,Plump,,,,KOD,Prologue,AMOL,14,The Shadow,,Aes Sedai,Unknown,,,Red Ajah,,
Melaine,,Aiel,Female,,,Golden-red,Green,,,TDR,39,TSR,23,AMOL,33,,,,Alive ,,Wise One,,Goshien,Jhirad
Meise,,Aiel,Female,Tall,,,,,,TOM,48,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept
Meira,,Aiel,Female,,,,Blue,,,,,ACOS,Prologue,KOD,5,Sevanna,,,Alive ,,Wise One,,Shaido,White Cliff
Meidani Eschede,,Arafellin,Female,Tall,,Dark golden,Blue,Slim,,,,NS,4,TGS,39,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Medore Damara,,Tairen,Female,Tall,,,"Bright, blue",,,TSR,2,WH,6,KOD,12,Cha Faile,Lady,,Alive ,,,,,
Meilyn Arganya,,Unknown nationality,Female,Tall,,Silver-gray,Startling blue,,,NS,3,NS,5,NS,8,White Tower,,Aes Sedai,Dead,979 NE,,White Ajah,,
Megana,,Aiel,Female,,,,,,,,,ACOS,3,ACOS,3, ,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Medanor Eramandos,,Illianer,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,171 NE,,Gray Ajah,,
Meashan Dubaris,,Arad Doman,Female,,,,,,,TGS,31,,,,,Council of Merchants,,,Dead,1000 NE,Merchant,,,
Mayv,,Andoran,Female,,,,,,,COT,13,,,,,House Trakand,Lady,,Dead,,,,,
Maylin,,Altaran,Female,,,,,,,,,ACOS,39,ACOS,39,,,,Alive ,,Maid,,,
Mayam Colona,960 NE,Tairen,Female,,,,,,,LOC,25,,,,,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Materese,,,Female,,,,,,,TEOTW,4,,,,,,Materese the Healer ,,Fictional character,,,,,
Mavra Mallen,,Andoran,Female,,,"Long, Braided",,,,TEOTW,16,,,,,Two Rivers,Wisdom,,Alive ,,Healer,,,
Matilde,,Altaran,Female,,,,,,,,,ACOS,16,,,,,,Alive ,,Servant,,,
Masuri Sokawa,935 NE,Arafellin,Female,,,,Dark,Slim,,LOC,41,LOC,43,AMOL,44,Perrin Aybara,,Aes Sedai,Alive ,,,Brown Ajah,,
Mashera Donavelle,,Unknown nationality,Female,,,,,,,ACOS,6,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Maryl Harke,,Unknown nationality,Female,,,,,,,WH,Prologue,,,,,School of Cairhien,,,Alive ,,Inventor,,,
Marya Somares,,Tairen,Female,tall,,,dark,slender,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Gray Ajah,,
Masalin,,Aiel,Female,,,Gray,,,,,,COT,9,COT,9,Shaido Aiel,,,Alive ,,Wise One,,Shaido,Unknown sept
Martna Baily,,Murandian,Female,,,,,,,TGS 28,,,,TGS 28,,,,,Unknown,,Baker (possibly),,,
Marthera,,Unknown nationality,Female,,,,,,,TGS,40,,,,,Seanchan,,Aes Sedai,Alive ,,,Green Ajah,,
Marthea,,Aiel,Female,,,,,,,TGS,21,,,,,Shaido,,,Dead,1000 NE,,,Shaido,Unknown sept
Marsial,,Unknown nationality,Female,,,,,,,,,TGS,38,TGS,38,White Tower,,Novice,Alive ,,,,,
Marris Thornhill,,Andoran,Female,,,,,Plump,,TDR,13,COT,Prologue,COT,Prologue,Black Ajah,,Aes Sedai,Unknown,,,Brown Ajah,,
Marline,,Aiel,Female,Tall,,Dark,Purple,,,,,TPOD,9,KOD,29, ,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Marli Noichin,,Seanchan,Female,,,,Dark,Plump,,,,WH,8,WH,8,,,,Alive ,,,,,
Marith Jaen,700 NE,Unknown nationality,Female,,,,,,,ACOS,Prologue,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,988 NE,,Blue Ajah,,
Marith Riven,,Murandian,Female,,,,,,,TGH,45,ACOS,1,ACOS,1,The Dragon Reborn,,Aes Sedai,Alive ,,,Brown Ajah,,
Marisa Ayellin,,Andoran,Female,,,,,,,TGH,36,,,,,Two Rivers,,,Alive ,,,,,
Marin al'Vere,,Andoran,Female,,Slender,Graying,,,,TEOTW,1,TEOTW,2,TSR,56,Two Rivers,Women's Circle Member,,Alive ,,,,,
Marisa Ahan,,Andoran,Female,,,,,,,,,LOC,10,LOC,11,White Tower,,Novice,Alive ,,,,,
Marinna,,Aiel,Female,,,,,Small,,,,TOM,49,TOM,49,,Child of the Dragon ,,Foreseen,,Wise One apprentice,,,
Marillin Gemalphin,848 NE,Andoran,Female,,,"Brown, lifeless","Blue, dreamy",Skinny,,TDR,25,TSR,38,KOD,33,Black Ajah,,Aes Sedai,Unknown,,Dreadlord,Brown Ajah,,
Marille,,Seanchan,Female,,,,,Stout,,WH,8,KOD,14,TOM,33,,,,Alive ,,,,,
Marewin,,Amadician,Female,,,,,Slight,,,,LOC,9,LOC,9,,Lady,,Alive ,,,,,
Mareil,,,Female,Tall,,"Shoulder-length, black, going white",,Slender,,,,KOD,22,KOD,22,,,First Twelve,Alive ,,,,,
Mari,,Andoran,Female,,,,,,,,,TEOTW,14,TEOTW,14,,,,Alive ,,Serving girl,,,
Maralenda,,Andor,Female,,,,,,,TGS,8,,,,,White Tower,,Aes Sedai,Alive ,,,Unknown Ajah,,
Marande Algoran,,Amadician,Female,,,,,,,,,LOC,9,LOC,9,,Lady,,Alive ,,,,,
Marasale Jureen,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,732 NE,,Yellow Ajah,,
Marce Eldin,,Andoran,Female,,,,,Stocky,,,,LOC,10,LOC,11,White Tower,,Novice,Alive ,,,,,
Marah,,Murandian,Female,,,,"Mischievous, blue",Stocky,,,,KOD,24,KOD,24,White Tower,,Novice,Alive ,,,,,
Marah Anan,,Altaran,Female,,,,,,,,,WH,19,WH,29,,,,Alive ,,Maid,,,
Manda Wan,,Unknown nationality,Female,,,,,,,,,AMOL,37,AMOL,37,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Maragaine,,Andoran,Female,,,,,,,LOC,26,,,,,Andor,Queen,Queen of Andor,Dead,,,,,
Malindare,,Aiel,Female,,,Dark,,,,,,ACOS,33,ACOS,33, ,,,Alive ,,,,Unknown clan,Unknown sept
Mara Tomanes,,Tairen,Female,,,,,,,TSR,47,,,,,,,,Unknown,,,,,
Malind Nachenin,941 NE,Kandori,Female,,,,"Dark, Fierce",Plump,,,,LOC,35,KOD,23,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Malian,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive ,,,,,
Malin din Toral Breaking Wave,,,Female,,,Gray streaked,,,,,,ACOS,13,ACOS,13,,Sailmistress,Wavemistress,Alive ,,,,,
Malindhe,,Aiel,Female,,,,,,,,,LOC,32,LOC,32, ,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Malidra,,Aiel,Female,Tall,,,,,,TOM,48,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept
Malai,,Seanchan,Female,,,,,,,TGS,35,,,,,,,,Alive ,,,,,
Malena Aylar,,Andoran,Female,Tall,,,,Scrawny,,,,TGH,23,TGH,23,Two Rivers,,,Unknown,,Wisdom,,,
Malahavana,,Seanchan,Female,,,,,,,TGS,36,,,,,,,,Alive ,,,,,
Mairin Gome,,Unknown nationality,Female,,,,,,,TFOH,36,,,,,,,,Alive ,,Entertainer,,,
Mair,,Arafellin,Female,,,,Blue,Plump,,,,KOD,24,TGS,41,White Tower,,Accepted,Alive ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Maira,,Aiel,Female,,,Red,,,,,,TFOH,23,LOC,3, ,,,Alive ,,,,Tomanelle,Serai
Mailaine Harvole,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Unknown Ajah,,
Maigran,,Aiel,Female,,,,,,,,,TSR,25,TSR,26,,,,Dead,,,,Da'shain Aiel,
Maighdin Trakand,,Andoran,Female,,,,,,,TFOH,19,,,,,Andor,Lady,High Seat,Dead,972 NE,,,,
Maigan Nem,,Andoran,Female,,,,,,,,,TFOH,1,TFOH,1,,,,Alive ,,,,,
Maigan,,Unknown nationality,Female,Average,,,Large,Elongated,,TGH,4,COT,30,COT,30,White Tower,,Aes Sedai,Alive ,,,Blue Ajah,,
Magla Daronos,839 NE,Illianer,Female,,,,,Heavy,,,,LOC,30,TGS,26,White Tower,,Aes Sedai,Alive ,,Sitter,Yellow Ajah,,
Maglin Madwen,,Murandy,Female,,,Graying,,Lean,,,,TGH,21,TGH,21,,,,Alive ,,Innkeeper,,,
Mahira Svetanya,,Arafellin,Female,,,,,,,RPG,,,,,,,Queen of Arafel ,Queen,Dead,,,,,
Maerin,,Unknown nationality,Female,,,,,,,AMOL,18,,,,,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Maenadrin,,Saldaean,Female,,,,Dark,,,,,TGS,6,TGS,6,White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Magde Aybara,,Andoran,Female,,,,,Stout,,TSR,29,,,,,Two Rivers,,,Dead,999 NE,,,,
Mabriam en Shereed,,Aramaellen,Female,,,,,,,TFOH,3,,,,,,Queen,Aes Sedai,Dead,,,Gray Ajah,,
Macu,,Seanchan,Female,,,,,,,TPOD,6,,,,,,,,Dead,1000 NE,,,,
Mada,,Tar Valon,Female,,,,Big Brown,,,,,TDR,31,TDR,31,,,,Alive ,,Maid,,,
Oselle,,Unknown nationality,Female,,,"Long, black",,,,TSR,26,,,,,,,Aes Sedai (Age of Legends),Dead,,,,,
Osana,,Domani,Female,,,Dark,,,,,,LOC,6,LOC,6,,Lady,,Alive ,,,,,
Oncala,,Aiel,Female,,,,,,,,,TOM,49,TOM,49,,Blood of the Dragon ,,Foreseen,,,,Taardad,
Notasha,,Unknown nationality,Female,,,,,,,,,TGS,41,TGS,41,White Tower,,Aes Sedai,Alive ,,,Red Ajah,,
Notori,,Unknown nationality,Female,,,,,,,TOM,37,,,,,Black Ajah,,Aes Sedai,Dead,1000 NE,,Unknown Ajah,,
Nosinda,,Aiel,Female,,,,,,,Wheel of Time Companion,,,,,,,,,Alive ,,Wise One,,Shaido,Unknown sept
Norlesh,,Aiel,Female,Tall,,,,,,TOM,48,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept
Norla,,Black Hills,Female,,,,,,,WH,34,,,,,,,,Dead,,,,,
Norlea,,Aiel,Female,,,,,,,,,ACOS,Prologue,TPOD,11,Sevanna,,,Alive ,,Wise One,,Shaido,Unknown sept
Nissa,,Unknown nationality,Female,,,,,,,,,TOM,27,TOM,27,White Tower,,Accepted,Alive ,,,,,
Nisura,,Shienaran,Female,,,,,,,,,TGH,8,TGH,8,,,,Alive ,,attendant,,,
Norine Dovarna,,Unknown nationality,Female,,,,Large,,,,,ACOS,Prologue,KOD,24,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Noane Masadim,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,973 NE,,Blue Ajah,,
Nisao Dachen,821 NE,Unknown nationality,Female,Very Short,,,,,,,,TFOH,50,KOD,23,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Norie,,Seanchan,Female,,,,,,,,,KOD,4,KOD,4,,,,Alive ,,,,,
Nirelle Coidevwin,,Cairhienin,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,419 NE,,Green Ajah,,
Nisain a'Cowel,873 NE,Murandian,Female,,,,Startlingly blue,Gangly,,,,COT,19,COT,19,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Niolle,,,Female,,,,,,,,,KOD,22,KOD,22,,,First Twelve,Alive ,,,,,
Nimri,,Unknown nationality,Female,,,,,Petite,,,,TOM,23,TOM,23,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Nildra,,Unknown nationality,Female,,,Gray,,"Stick-like, wiry",,,,LOC,8,TPOD,18,White Tower,,,Alive ,,Maid,,,
Niko Tokama,,,Female,,,,,,,,,WH,Prologue,,,,,,Alive ,,Inventor,,,
Nieda Sidoro,,Illianer,Female,,,,,Stout,,,,TGH,9,TDR,44,Moiraine Damodred,,,Alive ,,Innkeeper,,,
Niere,,Unknown nationality,Female,,,,,,,TOM,20,,,,,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Niella,,Aiel,Female,,,Dark reddish,Blue-green,,,,,TFOH,36,LOC,18,The Dragon Reborn,,,Alive ,,,,,
Nianh,,Unknown nationality,Female,,,,,,,TPOD,Prologue,,,,,White Tower,,Aes Sedai,Alive ,,,Unknown Ajah,,
Nichil,,Aiel,Female,Short,,Golden,,,,,,AMOL,5,AMOL,5,Rand al'Thor,,,Alive ,,,,Unknown clan,Unknown sept
Niande Moorwyn,851 NE,Unknown nationality,Female,,,Pale,,Plump,,LOC,25,ACOS,36,ACOS,36,,,Aes Sedai,Alive ,,,Gray Ajah,,
Neysa Ayellin,,Andoran,Female,,,"Gray, braided",,,,,,TSR,42,TSR,56,Two Rivers,Women's Circle Member,,Alive ,,,,,
Nicola Treehill,974 NE,Ghealdanin,Female,Average,,Dark,"Black, big",Slender,,,,TFOH,49,TOM,38,White Tower,,Accepted,Dead,1000 NE,,,,
Nevarin,,Aiel,Female,,,"Sandy, long",Green,,,,,ACOS,27,TOM,4,Perrin Aybara,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Nesune Bihara,826 NE,Kandori,Female,,,Dark,Almost black,Slender,,,,LOC,Prologue,AMOL,23,Dragon Reborn,,Aes Sedai,Alive ,,,Brown Ajah,,
Nestelle din Sakura South Star,,,Female,,,,,,,,,WH,31,WH,31,,,Windfinder,Alive ,,,,,
Nesta din Reas Two Moons,,,Female,,,White,Dark,,,,,ACOS,13,ACOS,37,,,Mistress of the Ships,Dead,1000 NE,,,,
Nesita,,Unknown nationality,Female,,,,Blue,Plump,,,,KOD,24,TGS,18,Black Ajah,,Aes Sedai,Alive ,,,Red Ajah,,
Nesair,,Aiel,Female,,,,,,,,,TPOD,27,TPOD,27, ,,,Alive ,,,,Shaido,Unknown sept
Nerilea,,Aiel,Female,,,,,,,,,ACOS,7,ACOS,7, ,,,Alive ,,,,Unknown clan,Unknown sept
Nerrine,,Aiel,Female,,,,,,,,,TSR,25,TSR,25,,,,Dead,,,,Da'shain Aiel,
Nerith,,Seanchan,Female,,,,,,,,,TPOD,22,TPOD,23,Ever Victorious Army,,,Alive ,,,,,
Nemaris,,Unknown nationality,Female,,,,,,,KOD,1,,,,,,,,Alive ,,,,,
Nenci,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive ,,,,,
Nemaira Eldros,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,,,
Nelein Matherin,,Andoran,Female,,,,,,,COT,10,,,,,House Matherin,Lady,Lady,Dead,,,,,
Nelavaire Demasiellin,850 NE,Cairhien,Female,,,,,,,TGS,31,,,,,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Nelsa,,Altaran,Female,,,,,Slim,,,,COT,29,,,,,,Alive ,,,,,
Nela al'Caar,,Andoran,Female,,,"Gray, braided",,,,TGH,23,TSR,45,TSR,45,Two Rivers,,,Alive ,,,,,
Nela Thane,,Andoran,Female,,,,,,,,,,,,,Two Rivers,,,Alive ,,,,,
Neilyn,,Unknown nationality,Female,,,,,,,,,WH,15,WH,15,Valan Luca,,,Alive ,,Entertainer,,,
Negara,,Andoran,Female,,,,,,,LOC,28,TPOD,18,TPOD,18,,Lady,,Alive ,,,,,
Negaine,,Unknown nationality,Female,Tall,,,,Spindly,,KOD,2,TGS,6,TGS,6,White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Nedare Satarov,,Kandori,Female,,,Glossy Black,,,,,,NS,23,NS,23,,,,Alive ,,Innkeeper,,,
Neferi,,Seanchan,Female,,,,,,,WH,14,,,,,,,Soe'feia,Dead,998 NE,,,,
Nazelle,,Kandori,Female,,,,,,,TPOD,Prologue,,,,,Kandor,Lady,,Alive ,,,,,
Neain,,Andoran,Female,,,,,,,TSR,29,,,,,Two Rivers,,,Dead,999 NE,,,,
Natti Cauthon,956 NE,Andoran,Female,,,,,,,,,TEOTW,Ravens,TSR,45,Two Rivers,,,Alive ,,,,,
Nata,,Seanchan,Female,Squat,,Dark,,Bell-shaped,,,,AMOL,19,AMOL,19,,,,Alive ,,Servant,,,
Natasia,,Saldaean,Female,,,,"Dark, Tilted",,,,,NS,12,NS,14,White Tower,,Aes Sedai,Alive ,,,Blue Ajah,,
Nashia,,Unknown nationality,Female,,,,,,,,,TOM,52,TOM,52,The Kin,,,Alive ,,,,,
Narvais Maslin,,Far Madding,Female,,Slim,Gray,,,,,,WH,24,WH,34,,,Counsel,Alive ,,,,,
Narisse,,Aiel,Female,,,Graying,"Green, deep-set",,,,,TSR,25,TSR,25,,,,Dead,,,,Jenn Aiel,
Naris Pelden,,Andoran,Female,,,,,Stocky,,,,COT,12,KOD,35,Elayne Trakand,,,Alive ,,Maid,,,
Nariene,,Altaran,Female,,,,,,,ACOS,39,,,,,,Queen of Altara ,Queen,Dead,,,,,
Narenwin Barda,913 NE,Unknown nationality,Female,Short,,,,Thin,,TFOH,10,COT,Prologue,TGS,13,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Nandera,,Aiel,Female,Tall,,Graying,Green,Sinewy,,,,LOC,21,TGS,37, ,,,Alive ,,,,Unknown clan,Unknown sept
Narendhra,,Aiel,Female,,,,,,,Wheel of Time Companion,,,,,,,,,Alive ,,Wise One,,Shaido,Unknown sept
Naorisa Cambral,,Unknown nationality,Female,,,,,,,,,TGS,43,TGS,43,White Tower,Sitter,Aes Sedai,Alive ,,,Gray Ajah,,
