name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Desaine,,Aiel,Female,,,Gray,,,,,,LOC,Prologue,LOC,53,,,,Dead,999 NE,Wise One,,Shaido,Unknown sept
Derah din Selaan Rising Wave,,,Female,Short,,,,,,,,ACOS,34,WH,13,,,Sailmistress,Alive,,,,,
Deni Colford,,Andoran,Female,,,Graying,,Blocky,,,,WH,7,KOD,31,Queen's Guard,,,Alive,,Soldier,,,
Dena,,Cairhienin,Female,Slender,,"Dark, shoulder length",,,,,,TGH,26,TDR,31,,,,Dead,998 NE,Entertainer,,,
Delora,,Aiel,Female,,,Blond,Blue,,,,,TPOD,9,KOD,29,,,,Alive,,Wise One,,Shiande,Unknown sept
Delana Mosalaine,950 NE,Shienaran,Female,,,"Pale, almost white",Pale blue,Stout,,,,LOC,12,TOM,Prologue,Black Ajah,,Aes Sedai,Dead,1000 NE,Sitter,Gray Ajah,,
Demira Eriff,930 NE,Domani,Female,,,,,,,LOC,41,LOC,43,LOC,49,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Deirdru,,Altaran,Female,,,,,,,KOD,21,,,,,,Lady,,Dead,,,,,
Deindre,,Unknown nationality,Female,,,,Dark,,,,,TSR,26,TSR,26,,,Aes Sedai (Age of Legends),Dead,,,,,
Deira ni Ghaline t'Bashere,,Saldaea,Female,Tall,,Dark hair with white at temples.,Dark,,,LOC,1,LOC,26,AMOL,37,,Lady,,Dead,,,,,
Dealda,,Amadician,Female,,,,,,,TSR,38,,,,,,,,Dead,,,,,
Deain,,Unknown nationality,Female,,,,,,,TGH,40,,,,,Luthair Paendrag Mondwin,,Aes Sedai,Dead,,,Unknown Ajah,,
Deane Aryman,FY 920,Shiotan,Female,,,,,,,TFOH,11,,,,,,Amyrlin Seat,Aes Sedai,Dead,FY 1084,,Blue Ajah,,
Darvale,,Altaran,Female,,,White,,Lean,,KOD,8,,,,,,,,Alive,,Wisdom,,,
Daviena,,Aiel,Female,,,Yellow-Red,Green,,,,,TPOD,Prologue,TPOD,Prologue,,,,Alive,,Wise One,,Unknown clan,Unknown sept
Darnella Shoran,,Altaran,Female,,,,,,,,,WH,20,WH,20,,,,Alive,,Innkeeper,,,
Daria Gahand,,Unknown nationality,Female,,,,,,,LOC,50,,,,,,,,Dead,,Author,,,
Dara,,Tairen,Female,,,,,,,TSR,13,,,,,,,,Alive,,Cook,,,
Darea Candwin,,Andoran,Female,,,,,,,,,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,
Danine Candraed,,Andoran,Female,,,,,,,COT,13,,,,,,Lady,High Seat,Alive,,,,,
Dani,,Seanchan,Female,,,,,,,,,WH,14,WH,14,,,,Alive,,,,,
Danelle,,Unknown nationality,Female,,,,"Blue, big",,,,,,,,,White Tower,,Aes Sedai,Dead,,,Brown Ajah,,
Dali,,Seanchan,Female,,,Yellow,,Plump,,,,WH,14,WH,14,,,,Alive,,,,,
Dalar,,,Female,,,,,,Ogier,TGH,35,,,,,,,,Dead,,Author,,,
Dalevien,,Unknown nationality,Female,,,"Dark, streaked with gray",,Stocky,,,,KOD,24,KOD,24,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Damelle,,,Female,,,,,,Ogier,TSR,43,,,,,,,,Dead,,Author,,,
Daise Congar,,Andoran,Female,Tall,,,,"Wide, Muscular",,,,TEOTW,1,LOC,Prologue,Two Rivers,Women's Circle Member,,Alive,,Wisdom,,,
Dalaine Ndaye,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,64 NE,,Gray Ajah,,
Dairaine Saighan,,Cairhienin,Female,,,"Black, waist-length",,Slender,,KOD,5,KOD,28,KOD,28,House Saighan,,Lady,Alive,,,,,
Daigian Moseneillin,907 NE,Cairhienin,Female,Short,,"Long, Black",,Plump,,,,ACOS,19,TGS,22,Unaligned sisters,Lady,Aes Sedai,Dead,1000 NE,,White Ajah,,
Dailin,,Aiel,Female,,,Dark red,Gray,,,,,TDR,38,TDR,39,,,,Dead,999 NE,,,Taardad,Nine Valleys
Dagendra,,Aiel,Female,,,,,Blocky,,,,LOC,10,LOC,10,,,,Alive,,,,Unknown clan,Unknown sept
Daerilla Raned,,Andoran,Female,,,,,Plump,,,,LOC,1,LOC,2,,Lady,,Alive,,,,,
Dagdara Finchey,848 NE,Andoran,Female,Tall,,Graying,,Wide,,,,TFOH,50,LOC,30,Black Ajah,,Aes Sedai,Unknown,,,Yellow Ajah,,
Daelvin,,Cairhienin,Female,,,,,,,LOC,5,LOC,5,LOC,5,,,,Alive,,Innkeeper,,,
Eward Congar,,Andoran,Male,,,,,,,TEOTW,15,,,,,Two Rivers,,,Alive,,,,,
Ewin Finngar,,Andoran,Male,,,,,,,TEOTW,Ravens,TEOTW,2,TSR,54,Two Rivers,,,Alive,,,,,
Eward Aybara,,Andoran,Male,,,,,Stout,,TSR,29,,,,,Two Rivers,,,Dead,999 NE,,,,
Eward Candwin,,Andoran,Male,,,,,Stout,,,,TEOTW,9,TSR,56,Two Rivers,,,Alive,,,,,
Ewal Coplin,,Andoran,Male,,,,,,,TEOTW,4,TSR,43,TSR,43,Two Rivers,,,Alive,,,,,
Evin Vinchova,984 NE,Kandori,Male,,,,,,,,,TPOD,26,AMOL,14,The Shadow,,Dedicated,Dead,1000 NE,Asha'man,,,
Evon,,Amadician,Male,,,Balding,Piggy,Fat,,,,TFOH,18,TFOH,18,,,,Alive,,Cook,,,
Evard Cordwyn,,Andoran,Male,Tall,,,,,,,,KOD,16,KOD,35,Elayne Trakand,,Captain,Dead,1000 NE,Mercenary,,,
Evan,,Amadician,Male,,,,,,,TFOH,18,,,,,Darkfriend,,,Alive,,Cook,,,
Ethin,,Tairen,Male,,,White,,Bony,,,,KOD,18,KOD,18,Algarin Pendaloan,,,Alive,,Servant,,,
Eurian Romavni,,Kandor,Male,,,,,,,TSR,11,,,,,,,,Unknown,,Author,,,
Estean Andiama,,Tairen,Male,,,Lanky,,,,,,TSR,2,KOD,26,Band of the Red Hand,Lord,Banner-General,Alive,,Soldier,,,
Estevan Tonarma,,Tairen,Male,,,,,Lanky,,,,LOC,4,LOC,4,,Lord,,Alive,,,,,
Erim,,Aiel,Male,,,"Red, going white",Green,,,TSR,49,TSR,57,LOC,4,,,,Alive,,Clan chief,,Chareen,
Ershin Netari,,Illianer,Male,,,,,,,TPOD,24,,,,,Dragon Reborn,Lord,,Alive,,,,,
Eri,,Andoran,Male,,,,,,,,,AMOL,Prologue,AMOL,Prologue,,,,,,Soldier,,,
Eram Talkend,,Andoran,Male,,,,,,,COT,Prologue,,,,,House Marne,,,Alive,,,,,
Emarin Pendaloan,,Tairen,Male,,,,,,,COT,23,,,,,Tear,Lord,,Dead,,,,,
Eran,,Saldaean,Male,,,,,,,TSR,41,,,,,,,,Alive,,Soldier,,,
Emares,,Tairen,Male,,,,,,,NS,1,,,,,Tear,Lord,,Alive,,,,,
Enkazin,,Saldaean,Male,,,,Tilted,,,,,KOD,Epilogue,KOD,Epilogue,Black Tower,,Soldier (Asha'man),Alive,,Asha'man,,,
Elyas Machera,,Tairen,Male,,,"Brown, graying",Golden,,,,,NS,7,AMOL,40,,,,Alive,,,,,
Elricain Tavolin,,Cairhienin,Male,,,Shaved,,,,,,TGH,21,TGH,25,,,,Alive,,Soldier,,,
Elver Shaene,,Murandian,Male,,,,,,,,,ACOS,34,,,,,,Alive,,Soldier,,,
Eliris Mancuri,,Illianer,Male,,,,,,,,,CCG,,CCG,,Council of Nine,Lord,,Alive,,,,,
Elegar,,Andoran,Male,,,,,,,,,TFOH,Prologue,LOC,2,Darkfriend,Lord,,Alive,,,,,
Ellisar,,Unknown nationality,Male,,,,,,,NS,6,,,,,,Lord,,Alive,,,,,
Elber,,Andoran,Male,,,,Beady,Pudgy,,,,TDR,45,TDR,47,Queen's Guard,,,Alive,,,,,
Einor Saren,,Unknown nationality,Male,Tall,,,,,,,,TGH,5,LOC,31,Children of the Light,,Inquisitor,Alive,,Inquisitor,,,
Elam Dowtry,,Andoran,Male,,,,,,,,,TEOTW,Ravens,TSR,56,Two Rivers,,,Alive,,,,,
Einar,,Unknown nationality,Male,,,,,,,,,AMOL,37,AMOL,37,,,Asha'man,Dead,1000 NE,Asha'man,,,
Efraim Yamada,,Seanchan,Male,Tall,,"Graying, bowl-and-tail cut",,,,WH,28,KOD,Epilogue,TGS,19,Ever Victorious Army,,Banner-General,Alive,,Soldier,,,
Ehvin,,Murandian,Male,,,,,,,KOD,2,,,,,Rebel Aes Sedai,,,Alive,,Servant,,,
Eddar,,Cairhienin,Male,,,,,,,,,TOM,19,TOM,19,Band of the Red Hand,,,Alive,,,,,
Edorion Selorna,,Tairen,Male,,,Dark,,Lean,,,,TSR,2,KOD,26,Band of the Red Hand,Lord,Banner-General,Alive,,Soldier,,,
Eben Hopwil,984 NE,Andoran,Male,,,,,Skinny,,,,LOC,3,WH,35,The Dragon Reborn,,Asha'man,Dead,1000 NE,Asha'man,,,
Eazil Forney,,Andoran,Male,,,,,,,,,TEOTW,31,TEOTW,31,Andor,,,Alive,,Farmer,,,
Eban Vandes,,Unknown nationality,Male,,,,,,,TSR,2,,,,,,,,Dead,,Author,,,
Easar Togita,,Shienaran,Male,Short,,White topknot,,,,TEOTW,48,TPOD,Prologue,AMOL,10,,King of Shienar,King,Alive,,,,,
Earwin,,Unknown nationality,Male,Tall,,,Gray,,,,,TGH,29,TGH,29,Children of the Light,,,Alive,,Soldier,,,
Eagan Padros,,Illianer,Male,,,,,,,,,TPOD,21,TPOD,22,,,,Dead,1000 NE,,,,
Eadwin,,Far Madding,Male,,,,,,,TPOD,Prologue,,,,,,,,Dead,,,,,
Eamon Valda,,Unknown nationality,Male,Average,,,,,,TGH,5,LOC,31,KOD,Prologue,Children of the Light,,Lord Captain Commander,Dead,1000 NE,Soldier,,,
Evasni,,Aiel,Female,,,"Dark red, short with a tail at back",,Lanky,,,,TOM,32,TOM,32,,,,Alive,,,,Unknown clan,Unknown sept
Ethenielle Cosaru Noramaga,946 NE,Kandori,Female,"5'4""",,"Black, dusted with gray",Clear blue,Plump,,NS,22,TPOD,Prologue,AMOL,10,Kandor,Kandor,Queen,Alive,,,,,
Evanellein Lorn,855 NE,Andoran,Female,,,,,,,,,TFOH,Prologue,TOM,38,Black Ajah,,Aes Sedai,Dead,1000 NE,Sitter,Gray Ajah,,
Ester Stepashin,955 NE,Illianer,Female,Short,,Dark brown; in curls,Brown,,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Estanda,,Tairen,Female,,,,,,,,,TSR,21,TGS,42,,High Lady,,Alive,,,,,
Ester Norham,,Andoran,Female,,,,,,,WH,26,,,,,,,,Alive,,,,,
Estalaine,,Aiel,Female,,,,Blue,,,,,ACOS,Prologue,ACOS,Prologue,Sevanna,,,Dead,1000 NE,Wise One,,Shaido,Unknown sept
Estair,,Aiel,Female,,,Red,"Gray, serious",Slender,,,,LOC,27,LOC,33,,,,Alive,,Wise One apprentice,,Unknown clan,Unknown sept
Essonde,,Seanchan,Female,,,,,,,WH,20,WH,31,WH,31,,,,Alive,,,,,
Espara Soman,,,Female,,,,,,,LOC,Prologue,,,,,,,,Alive,,Apprentice,,,
Esole,,Aiel,Female,,,,,,,,,TSR,26,TSR,26,,,,Dead,,,,Da'shain Aiel,
Essande,,Andoran,Female,,,White,,Slim,,,,WH,9,KOD,35,House Trakand,,,Alive,,Maid,,,
Esmara Getares,,Unknown nationality,Female,,,,,,,LOC,26,,,,,,Lady,Lady,Dead,,,,,
Escaralde Hamdey,,Far Madding,Female,Tiny,,,,,,,,LOC,13,KOD,23,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Endara Casalain,,Aldesharin,Female,,,,,,,LOC,26,,,,,,,,Dead,,,,,
Enaila,,Aiel,Female,Short,,Red,,Lanky,,,,TFOH,3,AMOL,37,,,,Dead,,,,Chareen,Jarra (sept)
Emry Lewin,985 NE,Andoran,Female,,,,,Buxom,,,,LOC,10,LOC,1,White Tower,,Novice,Alive,,,,,
Enid,,Altaran,Female,,,,dark,Round,,,,ACOS,23,WH,19,Setalle Anan,,,Alive,,Cook,,,
Esne,,Kandor,Female,,,,,,,,,NS,22,NS,26,,,,Alive,,Servant,,,
Emara,968 NE,Illianer,Female,Tiny,,,Gray,Lean,,TFOH,50,LOC,12,COT,30,White Tower,,Accepted,Alive,,,,,
Erian Boroleos,951 NE,Illianer,Female,,,Black,Brown,,,,,LOC,Prologue,TGS,48,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Elwinn Taron,,Andoran,Female,Short,,"Long, Braided",,"Plump, Round",,,,LOC,Prologue,LOC,Prologue,Two Rivers,Wisdom,,Alive,,Healer,,,
Elvaine Martan,,Andoran,Female,,,Gray,,,,,,KOD,17,KOD,17,House Trakand,Lady,,Alive,,,,,
Erith,,,Female,Short (for an Ogier),,Black,The color of a silverbell's ripe seedpod,,Ogier,TEOTW,42,TGH,35,AMOL,37,,,,Alive,,,,,
Elswell,,Unknown nationality,Female,,,,,,,AMOL,Epilogue,,,,,White Tower,,Aes Sedai,Alive,,,Unknown Ajah,,
Emerys,,Aiel,Female,Short,,,,,,,,LOC,32,TPOD,11,Shaido,,,Alive,,Wise One,,Shaido,Unknown sept
Elynde,,Altaran,Female,,,,,,,,,,,,,,,,Alive,,Unknown occupation,,,
Elza Penfell,,Andoran,Female,,,,Brown,,,,,ACOS,Prologue,TGS,22,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Elsie,,Andoran,Female,Tall,,Dark,Dark,,,,,COT,10,COT,10,House Matherin,,,Alive,,Maid,,,
Else Grinwell,,Andor,Female,,Plump,Dark,,,,,,TEOTW,31,TGH,39,,,,Alive,,,,,
Elsbet,,,Female,,,,,,,TEOTW,4,,,,,,Queen of All,Queen,Fictional character,,,,,
Elora,,,Female,,,,,,Ogier,LOC,54,,,,,,,,Dead,,Author,,,
Elmindreda Farshaw,,Andoran,Female,,,Brown,Dark,Slender,,,,TEOTW,14,AMOL,Epilogue,,Truthspeaker,,Alive,,,,,
Ellorien Traemane,,Andoran,Female,,,,,Plump,,TFOH,19,LOC,16,TOM,23,,Lady,High Seat,Alive,,,,,
Ellya Mowly,978 NE,Murandian,Female,,,,,,,,,NS,5,NS,5,,,,Alive,,,,,
Ellizelle,,Ghealdanin,Female,,,,,,,,,,,,,,Defender of Garen's Wall,Queen,Dead,,Queen,,,
Ellid Abareim,,Unknown nationality,Female,Very tall,,"Waves, golden","Large, sapphire colored",,,NS,4,NS,8,NS,8,,,Accepted,Dead,979 NE,,,,
Ella,,Cairhienin,Female,,,,,,,TGH,34,,,,,Zera,,,Alive,,Serving girl,,,
Eliya,,Seanchan,Female,,,,,,,,,TPOD,6,TPOD,6,,,,Dead,1000 NE,,,,
Ella,,,Female,,,,,,Ogier,LOC,20,,,,,,,,Alive,,,,,
Elle,,Andoran,Female,Tall,,"Braided, fair",,,,,,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,
Ellaine Marise'idin Alshinn,,Arafellin,Female,,,,,,,,,,,,,Arafel,,,Dead,,Chief Librarian,,,
Elise Strang,,Andoran,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,244 NE,,Gray Ajah,,
Elise Marwin,,Andoran,Female,,,,,,,,,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,
Elisane Tishar,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,,,,,
Elisa al'Seen,,Andoran,Female,,,Gray,,,,,,TSR,32,TSR,32,Two Rivers,,,Alive,,,,,
Elisa al'Vere,972 NE,Andoran,Female,,,,,,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Alive,,,,,
Elis,,Kandor,Female,,,,,,,,,NS,25,NS,25,,,,Alive,,Maid,,,
Elienda,,Aiel,Female,Tall,,,,,,,,WH,6,COT,8,,,,Dead,1000 NE,,,Unknown clan,Unknown sept
Elin Warrel,953 NE,Andoran,Female,,,,,Slender,,,,NS,2,COT,Prologue,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Elenar,,Aiel,Female,,,,,,,AMOL,Prologue,,,,,,,,Alive,,Apprentice,,Daryne,Unknown sept
Eleyan al'Landerin,,Unknown nationality,Female,,,,,,,TGS,26,,,,,White Tower,,Aes Sedai,Dead,,,Green Ajah,,
Elenia Sarand,,Andoran,Female,,,Honey-colored,,,,,,TFOH,19,TOM,50,Andor,Lady,,Alive,,,,,
Eldrith Jhondar,884 NE,Amadician,Female,,,,,Plump,,,,TSR,38,TOM,23,Black Ajah,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,
Eldrid Methin,,Cairhienin,Female,,,,,,,,,COT,Prologue,COT,Prologue,,,,Alive,,Cook,,,
Eldrin Cauthon,984 NE,Andoran,Female,,Plump,,,,,TSR,13,TSR,45,TSR,56,Two Rivers,,,Alive,,,,,
Eldrene ay Ellan ay Carlan,c. 1140 AB,Manetherenite,Female,,,,,,,TEOTW,9,,,,,,Queen of Manetheren,Aes Sedai,Dead,1200 AB,,Unknown Ajah,,
Eldaya Tolen,,Unknown nationality,Female,,,,,,,,,TWORJTWOT,,TWORJTWOT,,,Amyrlin Seat,Aes Sedai,Dead,549 NE,,Blue Ajah,,
Eldase Takashi,,Kandori,Female,,,,Fierce,,,,,TPOD,1,TPOD,3,The Kin,,Elder,Alive,,,,,
Elansu,,Shienaran,Female,,,Black,,,,,,TGH,2,TGH,2,Agelmar Jagad,,,Alive,,,,,
Elayne Trakand,981 NE,Andoran,Female,"1 span, 6 inches",,Reddish Golden Blonde,Blue,,,TEOTW,34,TEOTW,40,AMOL,Epilogue,,Queen,Aes Sedai,Alive,,,Green Ajah,,
Elaiva Walfor,806 NE,Andoran,Female,,,,,,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,
el'Nynaeve ti al'Meara Mandragoran,974 NE,Andoran,Female,"One span, four inches",,"Dark, formerly long and braided",Deep Brown,Slender,,,,TEOTW,Ravens,AMOL,Epilogue,,Queen,Aes Sedai,Alive,,,Yellow Ajah,,
el'Leanna Mandragoran,,Malkier,Female,,,,,,,NS,15,,,,,,Queen of Malkier,Queen,Dead,,,,,
Einone,,Kandori,Female,,,,,,,TPOD,Prologue,,,,,,Lady,,Alive,,,,,
Elaida do Avriny a'Roihan,950 NE,Murandian,Female,,,,Dark,,,NS,2,NS,5,TOM,47,White Tower,,Aes Sedai,Alive,,,Red Ajah,,
Einion Avharin,,Far Madding,Female,,,,,,,WH,23,,,,,,,First Counsel,Dead,,,,,
Ehvon,,,Female,,,,,,,WH,11,,,,,,,Windfinder,Alive,,,,,
Egwene al'Vere,981 NE,Andoran,Female,"1 span, 2 inches",,Brown,Brown,Slender,,,,TEOTW,Ravens,AMOL,37,White Tower,Amyrlin Seat,,Dead,1000 NE,,,,
Egeanin Tamarath,,Seanchan,Female,Tall,,"Dark, Shaved",Blue,,,,,TGH,29,AMOL,23,White Tower,,,Alive,,Bodyguard,,,
Efalin,,Aiel,Female,,,"Short, graying",,,,,,ACOS,Prologue,TPOD,30,Sevanna,,,Alive,,,,Shaido,Unknown sept
Edelle Gaelin,,Andoran,Female,,,"Gray, long, braided",,Slender,,TSR,56,LOC,Prologue,LOC,Prologue,Two Rivers,Wisdom,,Alive,,Healer,,,
Edesina Azzedin,,Unknown nationality,Female,,,"Very long, Black",,Slender,,NS,4,TFOH,26,TOM,17,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Edeyn ti Gemallen Arrel,,Malkieri,Female,,,Long black with touches of white,"Large, dark",,,NS,16,NS,22,NS,26,,,,Alive,,,,,
Echiko,,Unknown nationality,Female,,,,,,,LOC,30,,,,,,,Accepted,Dead,,,,,
Edarra,,Aiel,Female,Tall,,Fair,Blue,,,,,LOC,19,AMOL,12,Perrin Aybara,,,Alive,,Wise One,,Shiande,Neder
Ealsin,,Andoran,Female,,,,,,,TSR,29,,,,,Two Rivers,,,Dead,999 NE,,,,
Eadyth,,Unknown nationality,Female,,,"White, waist-length",,,,,,NS,11,NS,14,,First Selector,Aes Sedai,Unknown,,Sitter,Blue Ajah,,
Edarna Noregovna,,Kandori,Female,,,,,,,COT,30,,,,,,Amyrlin Seat,Aes Sedai,Dead,115 NE,,Blue Ajah,,
Zhell,,Domani,Male,,,,,,,,,TOM,18,TOM,18,Dragon Reborn,,,Alive,,Soldier,,,
Yurian Stonebow,,Far Madding,Male,,,,,,,TEOTW,14,,,,,,False Dragon,,Dead,1308 AB,,,,
Yuril,,Seanchan,Male,,,,,,,,,WH,14,TGS,19,,,Seeker,Alive,,Secretary,,,
Yulanwho,,Seanchan,Male,,,,,,,TGS,36,,,,,,,Lieutenant-General,Alive,,,,,
Yoeli,,Saldaean,Male,,,,,,,,,TOM,21,TOM,28,Saldaea,,,Dead,1000 NE,Soldier,,,
Wyndera Ovan,,Unknown nationality,Female,,,,,,,Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive,,,White Ajah,,
Willa Mandair,,Unknown nationality,Female,,,,,,,NS,6,,,,,,,,Alive,,,,,
Wellin,,Unknown nationality,Female,,,Gray,,Stout,,,,NS,6,NS,6,White Tower,,,Alive,,Clerk,,,
Wallein din Onill,,,Female,,,,,,,,,KOD,22,KOD,22,,,First Twelve,Alive,,,,,
Uso,,Unknown nationality,Male,,,,,,,TOM,1,,,,,,,,Alive,,Farmer,,,
Surlivan Sarat,,Altaran,Male,,,,,Stocky,,,,WH,17,WH,17,,,,Alive,,Guard,,,
Sunamon Haellin,,Tairen,Male,,,,,Plump,,,,TSR,8,TPOD,24,,High Lord of Tear,,Alive,,,,,
Urien,,Aiel,Male,Tall,,"Red, short with tail",,,,,,TGH,28,AMOL,36,,,,Alive,,,,Reyn,Two Spires
Sulwin,,Aiel,Male,Tall,,Long,Deep-set,,,,,TSR,26,TSR,26,,,,Dead,,,,Da'shain Aiel,
Strom,,Andoran,Male,,,,,"Bulky, Large",,,,TEOTW,32,TEOTW,32,,,,Alive,,Bouncer,,,
Suladric,,Aiel,Male,,,,,,,TSR,23,,,,,,,,Dead,999 NE,Clan chief,,Shaido,
Stevan,,Cairhienin,Male,,,Gray,,,,,,LOC,46,LOC,46,,,,Alive,,Warder,,,
Tabi,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,
Teran,,Amadician,Female,,,,,,,TFOH,10,,,,,,,,Alive,,,,,
Teramina,,Unknown nationality,Female,,,,,,,TGS,Epilogue,,,,,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Teodora,,Saldaean,Female,,,,,,,TFOH,29,,,,,,,,Dead,,,,,
Rabayn Marushta,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,36 NE,,White Ajah,,
Theril,,Amadician,Male,Tall,,,,Lanky,,,,KOD,5,KOD,30,Faile Bashere,,,Alive,,,,,
Tylin Quintara Mitsobar,,Altaran,Female,Nynaeve,,Long glossy black,Large dark,,,LOC,7,LOC,48,WH,31,,Mistress of the Four Winds,Queen,Dead,1000 NE,,,,
Shanni,,Aiel,Female,,,,,,,AMOL,Prologue,,,,,,,,Alive,,Wise One,,Daryne,Unknown sept
Sybaine,,Far Madding,Female,,,Gray,,,,,,WH,24,WH,34,,,Counsel,Alive,,,,,
Susu,,Murandian,Female,,,,,,,,,TFOH,11,TFOH,11,,,,Alive,,Entertainer,,,
Sylvase Caeren,,Andoran,Female,,,,"Alert, blue",Sturdy,,,,COT,15,TOM,23,House Trakand,Lady,High Seat,Alive,,,,,
Tzigan Sokorin,,Ghealdanin,Female,,,,Cold,,,,,WH,7,KOD,33,Queen's Guard,,Under-Lieutenant,Alive,,Soldier,,,
Susa al'Seen,,Andoran,Female,,,,,Slight,,,,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,
Susa Wynn,,Murandian,Female,,,,,,,,,NS,5,NS,5,,,,Alive,,,,,
Surya,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,
Surine,,Seanchan,Female,Tall,,,,,,TSR,46,,,,,,,,Alive,,,,,
Suroth Sabelle Meldarath,,Seanchan,Female,,,Dark,Black,,,,,TGH,40,KOD,Epilogue,Darkfriend,,,Alive,,,,,
Surela,,Seanchan,Female,,,,,,,TSR,1,,,,,,,,Alive,,,,,
Surial,,Aiel,Female,,,,,,,,,TGS,11,TOM,12,,,,Alive,,,,Unknown clan,Unknown sept
Surasa,,Kandori,Female,,,,,,,TPOD,Prologue,,,,,Kandor,Queen of Kandor,Queen,Dead,,,,,
Surandha,,Aiel,Female,,,Dark Golden,Large Blue,,,,,LOC,27,LOC,33,,,,Alive,,Wise One apprentice,,Unknown clan,Unknown sept
Sumeko Karistovan,,Arafellin,Female,,,,,Stout,,ACOS,24,ACOS,31,AMOL,7,The Kin,,Elder,Alive,,Wise Woman,,,
Sulamein so Bhagad,,Unknown nationality,Female,,,,,,,TSR,58,,,,,Court of the Sun,Chief Historian,,Forseen,,Historian,,,
Sulin,,Aiel,Female,,,White,"Pale blue, sharp",Wiry,,,,TFOH,7,TOM,47,Perrin Aybara,,,Alive,,,,Goshien,Unknown sept
Sulaan,,Seanchan,Female,Very small,,,,,,,,AMOL,45,AMOL,45,,,Morat'raken,Dead,,,,,
Sulmara,,Masenasharin,Female,,,,,,,RPG,,,,,,,Queen of Masenashar,Queen,Dead,,,,,
Suraile,,Aiel,Female,,,,,,,ACOS,40,,,,,Sevanna,,,Alive,,,,Shaido,Moshaine
Suilin Escanda,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,396 NE,,Blue Ajah,,
Sotarin,,Aiel,Female,,,,,,,,,ACOS,3,ACOS,3,,,,Alive,,Wise One,,Unknown clan,Unknown sept
Sorilea,,Aiel,Female,,,"Thin, white",Green,Sinewy,,TFOH,5,TFOH,23,AMOL,Epilogue,,,,Alive,,Wise One,,Chareen,Jarra (sept)
Sorelle,,Aiel,Female,,,,,,,TSR,26,,,,,,,,Dead,,,,Da'shain Aiel,
Suana Dragand,,Shienaran,Female,,,,,Lanky,,TPOD,25,COT,21,TGS,46,White Tower,First Weaver,Aes Sedai,Alive,,Sitter,Yellow Ajah,,
Sorella ay Marena,,Manetherenite,Female,,,,,,,TWORJTWOT,,,,,,,Queen of Manetheren,Queen,Dead,,,,,
Sora Grady,,Unknown nationality,Female,,,,,Plump,,,,LOC,3,LOC,42,,,,Alive,,,,,
Soong,,,Female,,,,,,Ogier,LOC,20,,,,,,,,Alive,,,,,
Somma,,Aiel,Female,,,,,,,,,TOM,15,TOM,15,,,,Alive,,,,Unknown clan,Unknown sept
Somara,,Aiel,Female,Very tall,,Blond,,,,,,TFOH,46,TPOD,29,,,,Dead,1000 NE,,,Daryne,Bent Peak
Someryn,,Aiel,Female,Tall,,"Sandy yellow, very long",,,,,,ACOS,Prologue,COT,9,Sevanna,,,Alive,,Wise One,,Shaido,Unknown sept
Solinda,,Unknown nationality,Female,,,"Long, sun-red",,,,TSR,26,,,,,,,Aes Sedai (Age of Legends),Dead,,,,,
Soffi Moraton,,Andoran,female,,,,,,,TOM,,TOM,,,,Two Rivers,,,Alive,,,,,
Solain Morgeillin,,Unknown nationality,Female,,,,,,,,,ACOS,29,WH,8,The Kin,,,Alive,,,,,
